"year","month","month_name","day","date","day_of_week","day_of_week_num","carrier","airline_name","flight","tailnum","origin","dest","sched_dep_time","dep_time","dep_delay","dep_delay_flag","sched_arr_time","arr_time","arr_delay","arr_delay_flag","on_time","delay_category","air_time","distance","time_period"
2023,2,"Feb",8,2023-02-08,"Wed",4,"DL","Delta","DL9581","N57834","DCA","ELP",1409,1409,0,0,1530,1485,-5,0,1,"Early/On-Time",81,650,"Afternoon"
2022,5,"May",21,2022-05-21,"Sat",7,"AA","American","AA326","N17048","DCA","BOI",608,566,-2,0,651,605,-6,0,1,"Early/On-Time",43,341,"Early Morning"
2022,9,"Sep",15,2022-09-15,"Thu",5,"DL","Delta","DL1276","N61074","DCA","RNO",1109,1110,1,0,1210,1163,-7,0,1,"Early/On-Time",61,488,"Morning"
2023,8,"Aug",24,2023-08-24,"Thu",5,"UA","United","UA3488","N35568","DCA","STL",1825,1832,7,0,1941,1948,7,0,1,"Slightly Late",76,611,"Evening"
2023,1,"Jan",18,2023-01-18,"Wed",4,"F9","Frontier","F92321","N63920","DCA","IAH",1352,1352,0,0,1569,1571,2,0,1,"Slightly Late",137,1093,"Afternoon"
2019,2,"Feb",5,2019-02-05,"Tue",3,"AA","American","AA9484","N48993","DCA","PVD",839,797,-2,0,883,830,-13,0,1,"Early/On-Time",44,348,"Early Morning"
2022,5,"May",23,2022-05-23,"Mon",2,"AA","American","AA6197","N17292","DCA","MKE",2140,2096,-4,0,2195,2144,-11,0,1,"Early/On-Time",55,440,"Night"
2022,8,"Aug",18,2022-08-18,"Thu",5,"DL","Delta","DL3282","N86670","DCA","JAX",801,804,3,0,903,862,-1,0,1,"Early/On-Time",62,495,"Early Morning"
2020,11,"Nov",17,2020-11-17,"Tue",3,"WN","Southwest","WN9738","N55064","DCA","LAX",1953,1958,5,0,2470,2480,10,0,1,"Slightly Late",317,2539,"Evening"
2019,9,"Sep",6,2019-09-06,"Fri",6,"UA","United","UA1061","N22497","DCA","BNA",824,782,-2,0,883,840,-3,0,1,"Early/On-Time",59,473,"Early Morning"
2024,6,"Jun",8,2024-06-08,"Sat",7,"B6","JetBlue","B62803","N91694","DCA","PHL",1614,1632,18,1,1746,1757,11,0,1,"Slightly Late",92,735,"Afternoon"
2020,1,"Jan",29,2020-01-29,"Wed",4,"F9","Frontier","F97085","N79031","DCA","PDX",631,631,0,0,1140,1146,6,0,1,"Slightly Late",309,2471,"Early Morning"
2019,12,"Dec",31,2019-12-31,"Tue",3,"UA","United","UA5757","N11728","DCA","CLT",943,951,8,0,1089,1097,8,0,1,"Slightly Late",106,844,"Morning"
2020,2,"Feb",16,2020-02-16,"Sun",1,"WN","Southwest","WN6915","N92053","DCA","BDL",1717,1672,-5,0,1842,1793,-9,0,1,"Early/On-Time",85,681,"Evening"
2022,1,"Jan",16,2022-01-16,"Sun",1,"WN","Southwest","WN5874","N32345","DCA","TUS",2151,2110,-1,0,2272,2275,3,0,1,"Slightly Late",81,648,"Night"
2021,12,"Dec",16,2021-12-16,"Thu",5,"DL","Delta","DL3043","N42965","DCA","LGA",919,923,4,0,971,977,6,0,1,"Slightly Late",52,417,"Morning"
2020,5,"May",14,2020-05-14,"Thu",5,"AA","American","AA9633","N43846","DCA","IND",1246,1204,-2,0,1284,1242,-2,0,1,"Early/On-Time",38,300,"Afternoon"
2022,12,"Dec",28,2022-12-28,"Wed",4,"AS","Alaska","AS661","N49582","DCA","BUF",820,778,-2,0,852,852,0,0,1,"Early/On-Time",32,256,"Early Morning"
2022,4,"Apr",30,2022-04-30,"Sat",7,"DL","Delta","DL5236","N72891","DCA","DTW",723,680,-3,0,763,720,-3,0,1,"Early/On-Time",40,322,"Early Morning"
2019,5,"May",21,2019-05-21,"Tue",3,"UA","United","UA6870","N83889","DCA","PBI",1613,1616,3,0,1724,1732,8,0,1,"Slightly Late",71,565,"Afternoon"
2019,12,"Dec",26,2019-12-26,"Thu",5,"AA","American","AA8787","N95847","DCA","DSM",1539,1540,1,0,1653,1655,2,0,1,"Slightly Late",74,594,"Afternoon"
2022,9,"Sep",22,2022-09-22,"Thu",5,"B6","JetBlue","B66638","N82770","DCA","PVD",1508,1527,19,1,1542,1563,21,1,0,"Delayed",34,273,"Afternoon"
2023,2,"Feb",5,2023-02-05,"Sun",1,"AA","American","AA2627","N28487","DCA","MCO",1646,1603,-3,0,1793,1751,-2,0,1,"Early/On-Time",107,859,"Afternoon"
2023,7,"Jul",31,2023-07-31,"Mon",2,"DL","Delta","DL3531","N32742","DCA","CLE",1109,1067,-2,0,1138,1096,-2,0,1,"Early/On-Time",29,232,"Morning"
2020,2,"Feb",28,2020-02-28,"Fri",6,"WN","Southwest","WN5225","N85694","DCA","GSP",1551,1504,-7,0,1681,1637,-4,0,1,"Early/On-Time",90,721,"Afternoon"
2023,2,"Feb",8,2023-02-08,"Wed",4,"B6","JetBlue","B66366","N24171","DCA","BDL",1313,1268,-5,0,1429,1382,-7,0,1,"Early/On-Time",76,607,"Afternoon"
2022,11,"Nov",27,2022-11-27,"Sun",1,"DL","Delta","DL5967","N86399","DCA","RDU",956,915,-1,0,988,946,-2,0,1,"Early/On-Time",32,252,"Morning"
2022,3,"Mar",10,2022-03-10,"Thu",5,"WN","Southwest","WN9170","N45556","DCA","TPA",1147,1147,0,0,1277,1236,-1,0,1,"Early/On-Time",90,721,"Morning"
2019,12,"Dec",19,2019-12-19,"Thu",5,"DL","Delta","DL1108","N97170","DCA","SEA",1916,1929,13,0,2365,2373,8,0,1,"Slightly Late",289,2314,"Evening"
2022,11,"Nov",20,2022-11-20,"Sun",1,"B6","JetBlue","B63038","N99858","DCA","ATL",1908,1909,1,0,2031,2039,8,0,1,"Slightly Late",83,667,"Evening"
2022,5,"May",19,2022-05-19,"Thu",5,"WN","Southwest","WN3420","N76999","DCA","IAH",1411,1414,3,0,1634,1647,13,0,1,"Slightly Late",143,1141,"Afternoon"
2022,2,"Feb",6,2022-02-06,"Sun",1,"DL","Delta","DL698","N73526","DCA","DSM",1241,1200,-1,0,1287,1241,-6,0,1,"Early/On-Time",46,365,"Afternoon"
2019,2,"Feb",6,2019-02-06,"Wed",4,"UA","United","UA1662","N93956","DCA","SAT",735,736,1,0,793,798,5,0,1,"Slightly Late",58,461,"Early Morning"
2021,12,"Dec",22,2021-12-22,"Wed",4,"AS","Alaska","AS3112","N49790","DCA","PHL",845,802,-3,0,949,901,-8,0,1,"Early/On-Time",64,514,"Early Morning"
2021,3,"Mar",5,2021-03-05,"Fri",6,"DL","Delta","DL2734","N33913","DCA","GSP",746,698,-8,0,858,813,-5,0,1,"Early/On-Time",72,576,"Early Morning"
2021,7,"Jul",15,2021-07-15,"Thu",5,"AA","American","AA7391","N17372","DCA","SMF",957,964,7,0,1080,1094,14,0,1,"Slightly Late",83,663,"Morning"
2019,3,"Mar",18,2019-03-18,"Mon",2,"AA","American","AA300","N26682","DCA","BNA",1634,1679,45,1,1690,1730,40,1,0,"Delayed",56,444,"Afternoon"
2020,9,"Sep",13,2020-09-13,"Sun",1,"AA","American","AA5172","N65525","DCA","IND",1006,963,-3,0,1146,1098,-8,0,1,"Early/On-Time",100,797,"Morning"
2021,12,"Dec",13,2021-12-13,"Mon",2,"NK","Spirit","NK7526","N39822","DCA","STL",717,718,1,0,768,768,0,0,1,"Early/On-Time",51,409,"Early Morning"
2024,9,"Sep",30,2024-09-30,"Mon",2,"DL","Delta","DL6865","N13106","DCA","MEM",655,611,-4,0,782,783,1,0,1,"Slightly Late",87,693,"Early Morning"
2020,6,"Jun",3,2020-06-03,"Wed",4,"UA","United","UA9341","N30311","DCA","BOS",1904,1904,0,0,1959,1912,-7,0,1,"Early/On-Time",55,439,"Evening"
2022,6,"Jun",12,2022-06-12,"Sun",1,"AS","Alaska","AS4031","N53684","DCA","PDX",1843,1873,30,1,2287,2318,31,1,0,"Delayed",284,2271,"Evening"
2022,2,"Feb",27,2022-02-27,"Sun",1,"UA","United","UA6955","N16039","DCA","BNA",2156,2113,-3,0,2189,2140,-9,0,1,"Early/On-Time",33,262,"Night"
2023,8,"Aug",5,2023-08-05,"Sat",7,"B6","JetBlue","B65578","N50812","DCA","BUF",1126,1085,-1,0,1259,1210,-9,0,1,"Early/On-Time",93,745,"Morning"
2020,12,"Dec",14,2020-12-14,"Mon",2,"AS","Alaska","AS6424","N17057","DCA","SAT",1743,1700,-3,0,1857,1815,-2,0,1,"Early/On-Time",74,593,"Evening"
2020,3,"Mar",25,2020-03-25,"Wed",4,"AS","Alaska","AS6156","N53130","DCA","BDL",951,909,-2,0,1060,1015,-5,0,1,"Early/On-Time",69,550,"Morning"
2021,1,"Jan",15,2021-01-15,"Fri",6,"UA","United","UA5066","N39006","DCA","SLC",1705,1662,-3,0,2010,1968,-2,0,1,"Early/On-Time",185,1482,"Evening"
2019,11,"Nov",8,2019-11-08,"Fri",6,"DL","Delta","DL6722","N70682","DCA","PHX",1046,1047,1,0,1366,1370,4,0,1,"Slightly Late",200,1603,"Morning"
2023,11,"Nov",24,2023-11-24,"Fri",6,"AA","American","AA8547","N89001","DCA","PVD",624,582,-2,0,764,720,-4,0,1,"Early/On-Time",100,796,"Early Morning"
2019,7,"Jul",11,2019-07-11,"Thu",5,"AS","Alaska","AS7217","N52274","DCA","PHL",1007,960,-7,0,1114,1064,-10,0,1,"Early/On-Time",67,537,"Morning"
2019,4,"Apr",4,2019-04-04,"Thu",5,"DL","Delta","DL3307","N40374","DCA","SMF",1200,1157,-3,0,1255,1207,-8,0,1,"Early/On-Time",55,442,"Afternoon"
2022,5,"May",10,2022-05-10,"Tue",3,"DL","Delta","DL8713","N20255","DCA","MCI",1610,1612,2,0,1747,1752,5,0,1,"Slightly Late",97,776,"Afternoon"
2021,9,"Sep",11,2021-09-11,"Sat",7,"AA","American","AA2518","N24262","DCA","MIA",606,562,-4,0,752,754,2,0,1,"Slightly Late",106,851,"Early Morning"
2024,4,"Apr",22,2024-04-22,"Mon",2,"AA","American","AA7875","N14425","DCA","IAH",2202,2209,7,0,2404,2416,12,0,1,"Slightly Late",122,974,"Night"
2024,7,"Jul",7,2024-07-07,"Sun",1,"AA","American","AA3196","N96037","DCA","BOI",1923,1879,-4,0,1977,1932,-5,0,1,"Early/On-Time",54,436,"Evening"
2022,11,"Nov",17,2022-11-17,"Thu",5,"AA","American","AA9450","N49660","DCA","CMH",1503,1516,13,0,1635,1653,18,1,0,"Delayed",92,732,"Afternoon"
2019,5,"May",5,2019-05-05,"Sun",1,"DL","Delta","DL6682","N30089","DCA","DSM",1503,1550,47,1,1537,1579,42,1,0,"Delayed",34,271,"Afternoon"
2022,9,"Sep",13,2022-09-13,"Tue",3,"UA","United","UA9134","N28619","DCA","STL",2250,2280,30,1,2371,2393,22,1,0,"Delayed",81,648,"Night"
2021,11,"Nov",30,2021-11-30,"Tue",3,"WN","Southwest","WN1349","N81028","DCA","OMA",647,605,-2,0,704,660,-4,0,1,"Early/On-Time",57,458,"Early Morning"
2021,1,"Jan",8,2021-01-08,"Fri",6,"F9","Frontier","F94264","N20560","DCA","PDX",1931,1888,-3,0,2444,2401,-3,0,1,"Early/On-Time",313,2502,"Evening"
2020,1,"Jan",27,2020-01-27,"Mon",2,"DL","Delta","DL5424","N85015","DCA","CHS",2237,2191,-6,0,2295,2250,-5,0,1,"Early/On-Time",58,465,"Night"
2019,7,"Jul",22,2019-07-22,"Mon",2,"WN","Southwest","WN4192","N57294","DCA","SLC",1807,1808,1,0,2133,2138,5,0,1,"Slightly Late",206,1644,"Evening"
2019,4,"Apr",16,2019-04-16,"Tue",3,"WN","Southwest","WN6352","N47339","DCA","AUS",740,697,-3,0,798,799,1,0,1,"Slightly Late",58,460,"Early Morning"
2022,4,"Apr",14,2022-04-14,"Thu",5,"DL","Delta","DL5467","N44876","DCA","PDX",1341,1349,8,0,1860,1861,1,0,1,"Slightly Late",319,2549,"Afternoon"
2024,6,"Jun",8,2024-06-08,"Sat",7,"B6","JetBlue","B69531","N61060","DCA","RDU",1425,1382,-3,0,1473,1473,0,0,1,"Early/On-Time",48,385,"Afternoon"
2023,6,"Jun",13,2023-06-13,"Tue",3,"DL","Delta","DL9619","N74056","DCA","ORD",1234,1235,1,0,1434,1392,-2,0,1,"Early/On-Time",120,963,"Afternoon"
2023,10,"Oct",4,2023-10-04,"Wed",4,"DL","Delta","DL275","N93866","DCA","RDU",858,814,-4,0,915,861,-14,0,1,"Early/On-Time",57,454,"Early Morning"
2020,1,"Jan",1,2020-01-01,"Wed",4,"AA","American","AA6182","N33025","DCA","PBI",1030,985,-5,0,1166,1118,-8,0,1,"Early/On-Time",96,768,"Morning"
2019,2,"Feb",1,2019-02-01,"Fri",6,"DL","Delta","DL3121","N39632","DCA","DTW",752,708,-4,0,853,808,-5,0,1,"Early/On-Time",61,487,"Early Morning"
2020,9,"Sep",3,2020-09-03,"Thu",5,"AA","American","AA434","N37061","DCA","RSW",1822,1823,1,0,1879,1889,10,0,1,"Slightly Late",57,458,"Evening"
2020,7,"Jul",13,2020-07-13,"Mon",2,"AA","American","AA614","N17636","DCA","DEN",859,817,-2,0,1183,1186,3,0,1,"Slightly Late",204,1634,"Early Morning"
2024,10,"Oct",27,2024-10-27,"Sun",1,"UA","United","UA9292","N97817","DCA","ROC",1132,1091,-1,0,1271,1273,2,0,1,"Slightly Late",99,794,"Morning"
2020,12,"Dec",27,2020-12-27,"Sun",1,"DL","Delta","DL8996","N79285","DCA","PHX",1930,1941,11,0,2233,2250,17,1,0,"Delayed",183,1464,"Evening"
2022,9,"Sep",30,2022-09-30,"Fri",6,"AA","American","AA8059","N30810","DCA","MSY",1117,1072,-5,0,1162,1164,2,0,1,"Slightly Late",45,358,"Morning"
2024,8,"Aug",20,2024-08-20,"Tue",3,"NK","Spirit","NK8444","N97439","DCA","SAV",1658,1613,-5,0,1786,1741,-5,0,1,"Early/On-Time",88,708,"Afternoon"
2022,9,"Sep",24,2022-09-24,"Sat",7,"NK","Spirit","NK6074","N16845","DCA","TPA",906,907,1,0,1039,994,-5,0,1,"Early/On-Time",93,744,"Morning"
2019,1,"Jan",19,2019-01-19,"Sat",7,"UA","United","UA4133","N48473","DCA","PHX",1537,1495,-2,0,1873,1823,-10,0,1,"Early/On-Time",216,1731,"Afternoon"
2019,3,"Mar",4,2019-03-04,"Mon",2,"DL","Delta","DL915","N80902","DCA","TUS",2120,2124,4,0,2230,2230,0,0,1,"Early/On-Time",70,560,"Night"
2024,1,"Jan",18,2024-01-18,"Thu",5,"DL","Delta","DL8121","N81882","DCA","DAL",1411,1370,-1,0,1540,1542,2,0,1,"Slightly Late",89,712,"Afternoon"
2024,12,"Dec",14,2024-12-14,"Sat",7,"UA","United","UA8185","N33693","DCA","BNA",1312,1271,-1,0,1448,1451,3,0,1,"Slightly Late",96,767,"Afternoon"
2024,1,"Jan",25,2024-01-25,"Thu",5,"DL","Delta","DL4790","N57684","DCA","FLL",752,755,3,0,791,794,3,0,1,"Slightly Late",39,310,"Early Morning"
2022,6,"Jun",12,2022-06-12,"Sun",1,"DL","Delta","DL2211","N20671","DCA","MEM",609,662,53,1,713,765,52,1,0,"Delayed",64,514,"Early Morning"
2019,10,"Oct",25,2019-10-25,"Fri",6,"UA","United","UA9206","N90220","DCA","SAT",651,651,0,0,679,685,6,0,1,"Slightly Late",28,227,"Early Morning"
2022,12,"Dec",20,2022-12-20,"Tue",3,"AS","Alaska","AS2329","N36895","DCA","CMH",2212,2169,-3,0,2343,2297,-6,0,1,"Early/On-Time",91,730,"Night"
2024,8,"Aug",26,2024-08-26,"Mon",2,"UA","United","UA8160","N36959","DCA","CHS",1744,1700,-4,0,1883,1887,4,0,1,"Slightly Late",99,794,"Evening"
2020,3,"Mar",17,2020-03-17,"Tue",3,"WN","Southwest","WN1594","N58511","DCA","DEN",1507,1520,13,0,1826,1835,9,0,1,"Slightly Late",199,1595,"Afternoon"
2020,4,"Apr",27,2020-04-27,"Mon",2,"NK","Spirit","NK2224","N45459","DCA","HOU",615,574,-1,0,724,681,-3,0,1,"Early/On-Time",69,552,"Early Morning"
2019,4,"Apr",20,2019-04-20,"Sat",7,"DL","Delta","DL8084","N63961","DCA","ROC",1523,1534,11,0,1643,1661,18,1,0,"Delayed",80,640,"Afternoon"
2023,1,"Jan",21,2023-01-21,"Sat",7,"DL","Delta","DL5228","N79270","DCA","BOI",1631,1639,8,0,1753,1757,4,0,1,"Slightly Late",82,653,"Afternoon"
2021,1,"Jan",29,2021-01-29,"Fri",6,"NK","Spirit","NK8896","N59260","DCA","PDX",1828,1836,8,0,2345,2347,2,0,1,"Slightly Late",317,2534,"Evening"
2022,1,"Jan",20,2022-01-20,"Thu",5,"AS","Alaska","AS327","N51873","DCA","TUS",1236,1272,36,1,1370,1406,36,1,0,"Delayed",94,748,"Afternoon"
2019,5,"May",30,2019-05-30,"Thu",5,"AS","Alaska","AS9365","N10580","DCA","CLE",1642,1600,-2,0,1690,1649,-1,0,1,"Early/On-Time",48,385,"Afternoon"
2022,6,"Jun",27,2022-06-27,"Mon",2,"AA","American","AA5591","N35668","DCA","BDL",814,771,-3,0,932,886,-6,0,1,"Early/On-Time",78,621,"Early Morning"
2021,12,"Dec",28,2021-12-28,"Tue",3,"UA","United","UA1661","N38255","DCA","SEA",1107,1063,-4,0,1548,1507,-1,0,1,"Early/On-Time",281,2250,"Morning"
2019,8,"Aug",4,2019-08-04,"Sun",1,"UA","United","UA4815","N99244","DCA","MIA",929,887,-2,0,1056,1065,9,0,1,"Slightly Late",87,694,"Morning"
2020,12,"Dec",16,2020-12-16,"Wed",4,"AA","American","AA1158","N20064","DCA","HOU",712,670,-2,0,748,704,-4,0,1,"Early/On-Time",36,288,"Early Morning"
2022,10,"Oct",3,2022-10-03,"Mon",2,"DL","Delta","DL3279","N32213","DCA","DAL",644,601,-3,0,679,629,-10,0,1,"Early/On-Time",35,277,"Early Morning"
2023,8,"Aug",14,2023-08-14,"Mon",2,"AS","Alaska","AS3081","N35525","DCA","LAX",1636,1641,5,0,2082,2040,-2,0,1,"Early/On-Time",286,2288,"Afternoon"
2019,10,"Oct",24,2019-10-24,"Thu",5,"AS","Alaska","AS9197","N82612","DCA","MKE",1958,1911,-7,0,2061,2012,-9,0,1,"Early/On-Time",63,501,"Evening"
2021,11,"Nov",1,2021-11-01,"Mon",2,"B6","JetBlue","B69374","N59294","DCA","TUS",2020,1976,-4,0,2120,2125,5,0,1,"Slightly Late",60,478,"Evening"
2022,3,"Mar",15,2022-03-15,"Tue",3,"NK","Spirit","NK9652","N24183","DCA","SAT",1710,1720,10,0,1844,1853,9,0,1,"Slightly Late",94,751,"Evening"
2023,3,"Mar",23,2023-03-23,"Thu",5,"DL","Delta","DL4416","N31059","DCA","RNO",1938,1950,12,0,1977,1988,11,0,1,"Slightly Late",39,309,"Evening"
2022,7,"Jul",19,2022-07-19,"Tue",3,"NK","Spirit","NK469","N46931","DCA","STL",1125,1276,111,1,1183,1325,102,1,0,"Severely Delayed",58,464,"Morning"
2023,3,"Mar",22,2023-03-22,"Wed",4,"UA","United","UA5976","N13996","DCA","MSY",1339,1297,-2,0,1374,1375,1,0,1,"Slightly Late",35,278,"Afternoon"
2019,8,"Aug",30,2019-08-30,"Fri",6,"B6","JetBlue","B63722","N83887","DCA","DTW",1505,1461,-4,0,1639,1642,3,0,1,"Slightly Late",94,754,"Afternoon"
2021,4,"Apr",13,2021-04-13,"Tue",3,"AA","American","AA3290","N59230","DCA","PHL",1045,1002,-3,0,1091,1097,6,0,1,"Slightly Late",46,365,"Morning"
2021,4,"Apr",19,2021-04-19,"Mon",2,"DL","Delta","DL3962","N24955","DCA","TPA",2036,2039,3,0,2066,2023,-3,0,1,"Early/On-Time",30,237,"Evening"
2024,5,"May",6,2024-05-06,"Mon",2,"B6","JetBlue","B63009","N87539","DCA","ABQ",600,553,-7,0,728,680,-8,0,1,"Early/On-Time",88,706,"Early Morning"
2024,4,"Apr",28,2024-04-28,"Sun",1,"DL","Delta","DL744","N75025","DCA","CLT",654,655,1,0,795,750,-5,0,1,"Early/On-Time",101,810,"Early Morning"
2019,10,"Oct",11,2019-10-11,"Fri",6,"AA","American","AA2246","N25127","DCA","LGA",1027,1031,4,0,1079,1080,1,0,1,"Slightly Late",52,418,"Morning"
2020,7,"Jul",15,2020-07-15,"Wed",4,"UA","United","UA360","N32937","DCA","SJC",1046,1077,31,1,1168,1214,46,1,0,"Delayed",82,653,"Morning"
2019,10,"Oct",29,2019-10-29,"Tue",3,"B6","JetBlue","B69118","N49840","DCA","MCI",1456,1564,68,1,1578,1688,70,1,0,"Severely Delayed",82,654,"Afternoon"
2021,5,"May",6,2021-05-06,"Thu",5,"AA","American","AA7709","N95260","DCA","JAX",1707,1732,25,1,1834,1863,29,1,0,"Delayed",87,697,"Evening"
2021,9,"Sep",19,2021-09-19,"Sun",1,"DL","Delta","DL7539","N79986","DCA","DAL",1822,1824,2,0,1942,1901,-1,0,1,"Early/On-Time",80,636,"Evening"
2023,7,"Jul",20,2023-07-20,"Thu",5,"NK","Spirit","NK2874","N28486","DCA","DEN",736,695,-1,0,1058,1013,-5,0,1,"Early/On-Time",202,1613,"Early Morning"
2024,8,"Aug",15,2024-08-15,"Thu",5,"UA","United","UA9846","N13533","DCA","GSP",939,953,14,0,1076,1087,11,0,1,"Slightly Late",97,776,"Morning"
2020,4,"Apr",11,2020-04-11,"Sat",7,"AA","American","AA2654","N50844","DCA","BUF",920,925,5,0,1034,1044,10,0,1,"Slightly Late",74,593,"Morning"
2023,8,"Aug",27,2023-08-27,"Sun",1,"AA","American","AA3779","N43986","DCA","SYR",900,856,-4,0,1011,963,-8,0,1,"Early/On-Time",71,567,"Morning"
2021,6,"Jun",15,2021-06-15,"Tue",3,"DL","Delta","DL4539","N73945","DCA","MKE",1634,1635,1,0,1771,1776,5,0,1,"Slightly Late",97,777,"Afternoon"
2020,12,"Dec",1,2020-12-01,"Tue",3,"WN","Southwest","WN8631","N94714","DCA","DFW",820,820,0,0,1051,1058,7,0,1,"Slightly Late",151,1210,"Early Morning"
2024,8,"Aug",10,2024-08-10,"Sat",7,"NK","Spirit","NK9679","N20601","DCA","GEG",824,837,13,0,877,880,3,0,1,"Slightly Late",53,426,"Early Morning"
2020,6,"Jun",10,2020-06-10,"Wed",4,"B6","JetBlue","B68021","N94243","DCA","RSW",2237,2283,46,1,2281,2327,46,1,0,"Delayed",44,348,"Night"
2023,10,"Oct",20,2023-10-20,"Fri",6,"WN","Southwest","WN9104","N23229","DCA","LAS",1253,1254,1,0,1573,1573,0,0,1,"Early/On-Time",200,1598,"Afternoon"
2020,2,"Feb",6,2020-02-06,"Thu",5,"DL","Delta","DL5889","N33350","DCA","DTW",1916,1873,-3,0,1969,1975,6,0,1,"Slightly Late",53,427,"Evening"
2024,1,"Jan",25,2024-01-25,"Thu",5,"WN","Southwest","WN556","N73063","DCA","SLC",637,595,-2,0,972,975,3,0,1,"Slightly Late",215,1722,"Early Morning"
2019,12,"Dec",16,2019-12-16,"Mon",2,"DL","Delta","DL1260","N16791","DCA","DTW",1510,1469,-1,0,1545,1490,-15,0,1,"Early/On-Time",35,283,"Afternoon"
2024,9,"Sep",11,2024-09-11,"Wed",4,"AA","American","AA1646","N62388","DCA","OMA",1822,1779,-3,0,1942,1942,0,0,1,"Early/On-Time",80,638,"Evening"
2023,2,"Feb",10,2023-02-10,"Fri",6,"UA","United","UA3439","N97323","DCA","BOI",704,718,14,0,733,756,23,1,0,"Delayed",29,230,"Early Morning"
2023,1,"Jan",21,2023-01-21,"Sat",7,"AA","American","AA5586","N55677","DCA","SFO",1551,1508,-3,0,1993,1948,-5,0,1,"Early/On-Time",282,2258,"Afternoon"
2019,8,"Aug",21,2019-08-21,"Wed",4,"AA","American","AA2029","N27242","DCA","MSY",831,837,6,0,961,976,15,0,1,"Slightly Late",90,720,"Early Morning"
2022,10,"Oct",13,2022-10-13,"Thu",5,"AA","American","AA4155","N84057","DCA","PHX",2115,2116,1,0,2452,2453,1,0,1,"Slightly Late",217,1737,"Night"
2021,7,"Jul",27,2021-07-27,"Tue",3,"DL","Delta","DL4345","N72027","DCA","ABQ",1307,1307,0,0,1429,1433,4,0,1,"Slightly Late",82,660,"Afternoon"
2019,8,"Aug",17,2019-08-17,"Sat",7,"WN","Southwest","WN4771","N15841","DCA","LAX",1417,1421,4,0,1933,1933,0,0,1,"Early/On-Time",316,2526,"Afternoon"
2022,5,"May",6,2022-05-06,"Fri",6,"F9","Frontier","F9343","N34533","DCA","DTW",706,745,39,1,833,875,42,1,0,"Delayed",87,693,"Early Morning"
2024,6,"Jun",14,2024-06-14,"Fri",6,"B6","JetBlue","B66080","N67110","DCA","DSM",617,623,6,0,655,667,12,0,1,"Slightly Late",38,303,"Early Morning"
2021,12,"Dec",15,2021-12-15,"Wed",4,"DL","Delta","DL1823","N49687","DCA","ATL",614,618,4,0,733,739,6,0,1,"Slightly Late",79,633,"Early Morning"
2024,8,"Aug",2,2024-08-02,"Fri",6,"UA","United","UA7798","N27590","DCA","BOI",712,668,-4,0,843,794,-9,0,1,"Early/On-Time",91,728,"Early Morning"
2022,12,"Dec",24,2022-12-24,"Sat",7,"AA","American","AA246","N41160","DCA","BOI",1157,1110,-7,0,1186,1141,-5,0,1,"Early/On-Time",29,234,"Morning"
2019,10,"Oct",30,2019-10-30,"Wed",4,"DL","Delta","DL6797","N66675","DCA","PHL",1602,1608,6,0,1630,1639,9,0,1,"Slightly Late",28,228,"Afternoon"
2021,1,"Jan",15,2021-01-15,"Fri",6,"AA","American","AA8957","N58179","DCA","SFO",1321,1322,1,0,1823,1824,1,0,1,"Slightly Late",302,2413,"Afternoon"
2024,12,"Dec",30,2024-12-30,"Mon",2,"UA","United","UA3531","N60587","DCA","SAT",1230,1237,7,0,1284,1287,3,0,1,"Slightly Late",54,433,"Afternoon"
2021,9,"Sep",17,2021-09-17,"Fri",6,"AA","American","AA3223","N69674","DCA","ATL",827,780,-7,0,965,918,-7,0,1,"Early/On-Time",98,782,"Early Morning"
2019,8,"Aug",27,2019-08-27,"Tue",3,"AA","American","AA6808","N69479","DCA","JAX",1458,1415,-3,0,1578,1535,-3,0,1,"Early/On-Time",80,639,"Afternoon"
2024,10,"Oct",31,2024-10-31,"Thu",5,"AA","American","AA5688","N22685","DCA","MSP",1138,1097,-1,0,1344,1353,9,0,1,"Slightly Late",126,1005,"Morning"
2021,10,"Oct",8,2021-10-08,"Fri",6,"WN","Southwest","WN2465","N29058","DCA","FLL",1014,972,-2,0,1145,1103,-2,0,1,"Early/On-Time",91,731,"Morning"
2020,8,"Aug",21,2020-08-21,"Fri",6,"DL","Delta","DL440","N35439","DCA","TPA",1903,1858,-5,0,2011,1966,-5,0,1,"Early/On-Time",68,543,"Evening"
2019,4,"Apr",29,2019-04-29,"Mon",2,"AA","American","AA9906","N42908","DCA","MSP",1646,1603,-3,0,1869,1826,-3,0,1,"Early/On-Time",143,1142,"Afternoon"
2020,5,"May",29,2020-05-29,"Fri",6,"AA","American","AA8742","N77944","DCA","DEN",822,780,-2,0,1132,1140,8,0,1,"Slightly Late",190,1524,"Early Morning"
2022,7,"Jul",19,2022-07-19,"Tue",3,"F9","Frontier","F9573","N60714","DCA","MSY",2213,2169,-4,0,2246,2198,-8,0,1,"Early/On-Time",33,266,"Night"
2022,7,"Jul",24,2022-07-24,"Sun",1,"WN","Southwest","WN1268","N39263","DCA","TPA",1900,1900,0,0,1956,1958,2,0,1,"Slightly Late",56,451,"Evening"
2022,12,"Dec",11,2022-12-11,"Sun",1,"AA","American","AA9972","N57598","DCA","SFO",845,856,11,0,1287,1307,20,1,0,"Delayed",282,2255,"Early Morning"
